title,name,Price Per Unit,Price Per Measure,Promotion,
Cow & Gate Fruity Porridge From 4 - 6M Onwards ,Cow & Gate Fruity Porridg...125g,£2.40,£1.92 per 100g,,baby-toddler
Cow & Gate Growing Up Milk From 2-3 Years ,Cow & Gate Growing Up Milk From 2-3 Years 800g,£10.50,£1.31 per 100g,,baby-toddler
 Cow & Gate Hungry Infant Milk From Birth , Cow & Gate Hungry Infant Milk From Birth 800g,£10.50,£1.31 per 100g,,baby-toddler
Cow & Gate My First Muesli Baby Cereal,Cow & Gate My First Muesli Baby Cereal330g,£2.79,84.5p per 100g,,baby-toddler
Cow & Gate Ready To Use 1 First Infant Milk From Birth,Cow & Gate Ready To Use 1 First...6 x 200ml,£5.75,47.9p per 100ml,,baby-toddler
Cow & Gate Ready To Use 2 Follow On Milk From 6 Months,Cow & Gate Ready To Use 2 Follo...6 x 200ml,£5.75,47.9p per 100ml,,baby-toddler
 Cow & Gate Red Berry Wholegrain Porridge With Spelt From 7M Onwards , Cow & Gate Red Berry Wholegrain Porridge...200g,£2.75,£1.38 per 100g,,baby-toddler
Cow & Gate Toddler Milk 1-3 Years ,Cow & Gate Toddler Milk 1-3 Years 1L,£3.40,34p per 100ml,,baby-toddler
 Cow & Gate Toddler Milk 1-3 Years, Cow & Gate Toddler Milk 1-3 Years200ml,90p,45p per 100ml,,baby-toddler
Dentinox Cradle Cap Shampoo ,Dentinox Cradle Cap Shampoo 125ml,£4,£3.20 per 100ml,,baby-toddler
Dr. Bronner's Unscented Organic Baby Soap Bar ,Dr. Bronner's Unscented Organic Baby Soap Bar 140g,£5.35,£3.82 per 100g,,baby-toddler
Dr. Bronner's Unscented Organic Baby Sugar Pump Soap ,Dr. Bronner's Unscented Organ...355ml,£11.50,£3.24 per 100ml,,baby-toddler
Elastoplast Disney Frozen Plasters,Elastoplast Disney Frozen Plasters,£3,,,baby-toddler
Ella's Kitchen 2 Weaning Spoons,Ella's Kitchen 2 Weaning Spoons,£3.50,,,baby-toddler
Ella's Kitchen 7 Mths+ Organic Rice Pudding with Mangoes & Apples,Ella's Kitchen 7 Mths+ Organic Rice P...80g,£1.60,£2.00 per 100g,,baby-toddler
" Ella's Kitchen Apple, Sweet Potato & Peppers 4+ Months"," Ella's Kitchen Apple, Sweet Po...120g",£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Apple and Ginger Baby Biscuits Multipack Snack 10+ Months,Ella's Kitchen Apple and Ginger...108g,£2.25,£2.08 per 100g,,baby-toddler
Ella's Kitchen Apples 4+ Months,Ella's Kitchen Apples 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
"Ella's Kitchen Banana, Apple and Bluberry Baby Rice Baby Pouch 4+ Months","Ella's Kitchen Banana, Apple an...120g",£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Banana and Cinnamon Dry Museli Baby Breakfast 10+ Months,Ella's Kitchen Banana and Cin...215g,£2.70,£1.26 per 100g,,baby-toddler
Ella's Kitchen Banana and Vanilla Bread Pudding Baby Dessert Pot 7+ Months,Ella's Kitchen Banana and Vanil...320g,£2.25,70.3p per 100g,,baby-toddler
Ella's Kitchen Bananas 4+ Months,Ella's Kitchen Bananas 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
Ella's Kitchen Beef Stew With Spuds 7+ Months,Ella's Kitchen Beef Stew With Spuds 7+ Months130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
"Ella's Kitchen Bluberries, Apples, Bananas and Vanilla Baby Pouch 4+ Months","Ella's Kitchen Bluberries, Appl...120g",£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
"Ella's Kitchen Butternut Squash, Carrots, Apples and Prunes Pouch 4+ Months",Ella's Kitchen Butternut Squash...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Cheese+Pickle Flavour Butterfly Pops 12+ Months ,Ella's Kitchen Cheese+Pickle Flavour...5 x 12g,£2.75,45.8p per 10g,Buy 2 for £4.50,baby-toddler
"Ella's Kitchen Cheese, Tomato & Basil Mini Puffs","Ella's Kitchen Cheese, Tomato & Basil Mini Puffs32g",£2.25,70.3p per 10g,,baby-toddler
 Ella's Kitchen Cheesy Pie With Veggies 7+ Months, Ella's Kitchen Cheesy Pie With Veggies 7+ Months130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Cherry Pie Butterfly Pops 12+ Months,Ella's Kitchen Cherry Pie Butterfly Pops 12+ Months5 x 12g,£2.75,45.8p per 10g,Buy 2 for £4.50,baby-toddler
Ella's Kitchen Chicken & Veg With Sweetcorn Mash 7+ Months,Ella's Kitchen Chicken & Veg With...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Chicken Casserole With Rice 7+ Months,Ella's Kitchen Chicken Casser...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
 Ella's Kitchen Cottage Pie With Cinnamon 7+ Months, Ella's Kitchen Cottage Pie W...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Dairy Free Coconut Milk Banana & Apple Yogurt 6+ Months,Ella's Kitchen Dairy Free Coconut Milk Ba...90g,£1.10,£1.22 per 100g,Buy 6 for £5.50,baby-toddler
 Ella's Kitchen Dairy Free Organic Coconut Milk Pear & Fig 6M+ Stage 1, Ella's Kitchen Dairy Free Organic Coconu...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Dairy Free Rice Pudding Banana & Strawberry 7+ Months,Ella's Kitchen Dairy Free Rice Pudding...80g,£1.70,£2.13 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Groovy Greens Veggie Risotto With Cheese,Ella's Kitchen Groovy Greens Ve...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
 Ella's Kitchen Mangoes 4+ Months, Ella's Kitchen Mangoes 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
Ella's Kitchen Mild Chilli Con Carne From 7 Months,Ella's Kitchen Mild Chilli Con Carne From 7 Months320g,£1.70,53.1p per 100g,Buy 4 for £6,baby-toddler
 Ella's Kitchen Mixed Herb Munchy Fingers With Chickpeas 9+ Months, Ella's Kitchen Mixed Herb Munchy Finge...48g,£2.25,£4.69 per 100g,,baby-toddler
Ella's Kitchen Mushroom Stroganoff Stage 2,Ella's Kitchen Mushroom Stroganoff Stage 2130g,£1.70,13.1p per 10g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Apple and Cinnamon Crumble Baby Dessert Pot 7+Months,Ella's Kitchen Organic Apple an...320g,£2.25,70.3p per 100g,,baby-toddler
"Ella's Kitchen Organic Apples, Carrots and Parsnips Baby Pouch 4+ Months",Ella's Kitchen Organic Apples...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Apricot and Banana Baby Rice Baby Pouch 4+ Months,Ella's Kitchen Organic Apricot...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Banana & Poppy Seed Overnight Oats,Ella's Kitchen Organic Banana & P...130g,£1.50,£1.15 per 100g,,baby-toddler
Ella's Kitchen Organic Banana Baby Brekkie Pouch 6+ Months,Ella's Kitchen Organic Banana Bab...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Organic Bananas and Apples Baby Pouch 4+ Months,Ella's Kitchen Organic Bananas and...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Bananas and Coconuts Baby Pouch 4+ Months ,Ella's Kitchen Organic Bananas and Co...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Bangers and Mash Baby Pouch 7+ Months,Ella's Kitchen Organic Bangers and...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Beef Stew with Potatoes Baby Pouch 10+ Months,Ella's Kitchen Organic Beef Stew with P...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Berry Greek Style Yoghurt Baby Pouch 6+ Months,Ella's Kitchen Organic Berry Greek Style...90g,£1.19,£1.32 per 100g,Buy 6 for £5.50,baby-toddler
Ella's Kitchen Organic Blueberry and Pear Baby Brekkie Pouch 6+ Months,Ella's Kitchen Organic Blueberry and Pear...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Organic Carribbean Chicken Baby Pouch 10+ Months,Ella's Kitchen Organic Carribbean Chi...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Carrot & Raisin Overnight Oats,Ella's Kitchen Organic Carrot...130g,£1.50,£1.15 per 100g,,baby-toddler
"Ella's Kitchen Organic Carrots, Peas and Pears Baby Pouch 4+ Months","Ella's Kitchen Organic Carrots, Peas an...120g",£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Cheese and Apple Melty Sticks Baby Snack 7+ Months,Ella's Kitchen Organic Cheese a...16g,£1.20,75p per 10g,,baby-toddler
Ella's Kitchen Organic Cheesy Bean Pesto Dip,Ella's Kitchen Organic Cheesy Bean Pesto Dip120g,£1.60,£1.33 per 100g,,baby-toddler
Ella's Kitchen Organic Cheesy Pasta Baby Pouch 10+ Months,Ella's Kitchen Organic Cheesy Pas...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Chicken and Noodles Baby Pouch 7+ Months,Ella's Kitchen Organic Chicken and No...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Chicken and Rice Casserole Baby Pouch 10+ Months,Ella's Kitchen Organic Chicke...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Chicken Roast Dinner Baby Pouch 7+ Months,Ella's Kitchen Organic Chicken Roast...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Cottage Pie Baby Pouch 10+ Months,Ella's Kitchen Organic Cottage...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Fish Pie Baby Pouch 7+ Months,Ella's Kitchen Organic Fish P...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Lamb Roast Dinner Baby Pouch 10+ Months,Ella's Kitchen Organic Lamb Roast D...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Lamb Roast Dinner Baby Pouch 7+ Months,Ella's Kitchen Organic Lamb Roast D...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Lamb Tagine,Ella's Kitchen Organic Lamb Tagine130g,£1.60,£1.23 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Mango Baby Brekkie Pouch 6+ Months,Ella's Kitchen Organic Mango Baby...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Organic Mangoes Pears + Papayas 4+ Months,Ella's Kitchen Organic Mangoes...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Mango Greek Style Yoghurt Baby Pouch 6+ Months ,Ella's Kitchen Organic Mango...90g,£1,£1.11 per 100g,Buy 6 for £5.50,baby-toddler
Ella's Kitchen Organic Peach and Banana Melty Sticks Baby Snack 7+ Months,Ella's Kitchen Organic Peach an...16g,£1.20,75p per 10g,,baby-toddler
Ella's Kitchen Organic Peaches and Bananas Baby Pouch 4+ Months,Ella's Kitchen Organic Peaches and Ba...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Pear and Apple Baby Rice Baby Pouch 4+ Months,Ella's Kitchen Organic Pear and Apple B...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Pear and Peach Baby Rice Baby Pouch 4+ Months,Ella's Kitchen Organic Pear and Peach B...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
"Ella's Kitchen Organic Pumpkin, Broccoli and Sweetcorn Baby Pouch 4+ Months",Ella's Kitchen Organic Pumpkin...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Spag Bol with a Sprinkle of Cheese 10+ Months,Ella's Kitchen Organic Spag Bol with a...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Spinach Ricotta Pasta,Ella's Kitchen Organic Spinach Ricotta Pasta130g,£1.60,£1.23 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Strawberries and Apples Baby Pouch 4+ Months,Ella's Kitchen Organic Strawberries and...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Organic Strawberry Greek Style Yoghurt Baby Pouch 6+ Months,Ella's Kitchen Organic Strawber...90g,£1.19,£1.32 per 100g,Buy 6 for £5.50,baby-toddler
Ella's Kitchen Organic Sweetcorn & Paprika Munchy Fingers 9 months+,Ella's Kitchen Organic Swee...48g,£2.25,£4.69 per 100g,,baby-toddler
Ella's Kitchen Organic Sweet Potatoes First Tastes Baby Pouch 4+ Months,Ella's Kitchen Organic Sweet...70g,99p,£1.41 per 100g,,baby-toddler
Ella's Kitchen Organic Sweet Potato Falafel With Hummus,Ella's Kitchen Organic Sweet Po...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Organic The Green One Smoothie Multipack Pouch 6+ Months ,Ella's Kitchen Organic The Gree...450g,£3.75,83.3p per 100g,,baby-toddler
Ella's Kitchen Organic The Orange One Smoothie Multipack Pouch 6+ Months,Ella's Kitchen Organic The Oran...5 x 90g,£3.75,83.3p per 100g,,baby-toddler
Ella's Kitchen Organic The Pink One Smoothie Multipack Pouch 6+ Months,Ella's Kitchen Organic The Pi...450g,£3.75,83.3p per 100g,,baby-toddler
Ella's Kitchen Organic The Purple One Smoothie Multipack Pouch 6+ Months,Ella's Kitchen Organic The Purp...450g,£3.75,83.3p per 100g,,baby-toddler
Ella's Kitchen Organic The Red One Smoothie Multipack Pouch 6+ Months,Ella's Kitchen Organic The Re...5 x 90g,£3.75,83.3p per 100g,,baby-toddler
Ella's Kitchen Organic The White One Smoothie Multipack Pouch 6+ Months,Ella's Kitchen Organic The Wh...360g,£3.75,£1.04 per 100g,,baby-toddler
Ella's Kitchen Organic Tomato & Basil Melty Sticks Baby Snack 7+ Months,Ella's Kitchen Organic Tomato...17g,£1.20,£7.06 per 100g,,baby-toddler
Ella's Kitchen Organic Tomato & Basil Oaty Biccies,Ella's Kitchen Organic Toma...5 x 20g,£2.75,£2.75 per 100g,Buy 2 for £4.50,baby-toddler
Ella's Kitchen Organic Tomato-y Pasta Baby Pouch 10+ Months,Ella's Kitchen Organic Tomato-y P...190g,£2.10,£1.11 per 100g,,baby-toddler
Ella's Kitchen Organic Tomato-y Pasta Baby Pouch 7+ Months,Ella's Kitchen Organic Tomato-y P...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Organic Tomato and Leek Melty Puffs Baby Snack 6+ Months,Ella's Kitchen Organic Tomato...20g,80p,£4.00 per 100g,Buy 2 for £1.30,baby-toddler
Ella's Kitchen Organic Veggie Hummus Dip,Ella's Kitchen Organic Veggie Hummus Dip120g,£1.60,£1.33 per 100g,,baby-toddler
Ella's Kitchen Organic Veggie Lasagne Baby Pouch 7+ Months,Ella's Kitchen Organic Veggie Las...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
 Ella's Kitchen Peaches 4+ Months, Ella's Kitchen Peaches 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
 Ella's Kitchen Pears & Broccoli 4+ Months, Ella's Kitchen Pears & Broccoli 4+ Months120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Pears 4+ Months,Ella's Kitchen Pears 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
"Ella's Kitchen Plums, Pears, Parsnips and Swedes Baby Pouch 4+ Months","Ella's Kitchen Plums, Pears...120g",£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Prunes 4+ Months,Ella's Kitchen Prunes 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
Ella'S Kitchen Raspberry + Mango Puff Pops ,Ella'S Kitchen Raspberry + Mango Puff Pops 4 x 9g,£2.25,£6.25 per 100g,,baby-toddler
Ella's Kitchen Spag Bol 7+ Months,Ella's Kitchen Spag Bol 7+ Months130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Stage 1.5 Organic Pesto Pasta Chicken & Mushroom 100g,Ella's Kitchen Stage 1.5 Orga...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Stage 1.5 Organic Veggie Dahl With Cauliflower,Ella's Kitchen Stage 1.5 Organic Ve...100g,£1.40,£1.40 per 100g,Buy 4 for £5,baby-toddler
Ella's Kitchen Stage 2 Organic Cracking Katsu Curry With Chicken,Ella's Kitchen Stage 2 Organic Cracki...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Stage 2 Organic Punchy Pulled Pork With Bbq Sauce,Ella's Kitchen Stage 2 Organic Punchy...130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Ella's Kitchen Stage 4 Organic Cheesy Veg Pasta,Ella's Kitchen Stage 4 Organic Cheesy Veg Pasta200g,£2,£1.00 per 100g,,baby-toddler
Ella's Kitchen Stage 4 Organic Pasta Bolognese With Red Peppers,Ella's Kitchen Stage 4 Organic Pasta...200g,£2,£1.00 per 100g,,baby-toddler
Ella's Kitchen Stage 4 Organic Veggie & Chicken Rice,Ella's Kitchen Stage 4 Organi...200g,£2,£1.00 per 100g,,baby-toddler
Ella's Kitchen Stage 4 Organic Veggie Quinoa Chilli,Ella's Kitchen Stage 4 Organi...200g,£2,£1.00 per 100g,,baby-toddler
"Ella's Kitchen Strawberries, Rhubarb and Apples Baby Pouch 4+ Months",Ella's Kitchen Strawberries...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Strawberry & Banana Mini Puffs,Ella's Kitchen Strawberry & Banana Mini Puffs32g,£2.25,70.3p per 10g,,baby-toddler
Ella's Kitchen Strawberry and Banana Melty Puffs Baby Snack 6+ Months,Ella's Kitchen Strawberry and Banana Melt...20g,80p,£4.00 per 100g,Buy 2 for £1.30,baby-toddler
Ella's Kitchen Strawberry and Raspberry Dry Porridge Breakfast 7+ Months,Ella's Kitchen Strawberry and R...175g,£2.50,£1.43 per 100g,,baby-toddler
Ella's Kitchen Sweetcorn + Carrot Melty Sticks ,Ella's Kitchen Sweetcorn + Carrot Melty Sticks 4 x 6g,£2.25,£9.38 per 100g,,baby-toddler
 Ella's Kitchen Sweetcorn 4+ Months, Ella's Kitchen Sweetcorn 4+ Months70g,99p,£1.41 per 100g,Buy 6 for £5.50,baby-toddler
Ella's Kitchen Sweetcorn and Carrot Melty Sticks Baby Snack 7+ Months,Ella's Kitchen Sweetcorn and Carrot Melty...17g,£1.20,£7.06 per 100g,,baby-toddler
"Ella's Kitchen Sweet Potatoes, Broccoli and Carrots Baby Pouch 4+ Months",Ella's Kitchen Sweet Potatoes...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
"Ella's Kitchen Sweet Potatoes, Pumpkin, Apples and Blueberries Baby Pouch",Ella's Kitchen Sweet Potatoes...120g,£1.30,£1.08 per 100g,Buy 5 for £6,baby-toddler
Ella's Kitchen Tomato + Basil Melty Sticks,Ella's Kitchen Tomato + Basil Melty Sticks4 x 6g,£2.25,£9.38 per 100g,,baby-toddler
Ella's Kitchen Vanilla and Banana Baby Biscuits Multipack Snack 10+ Months,Ella's Kitchen Vanilla and Bana...108g,£2.25,£2.08 per 100g,,baby-toddler
Ella's Kitchen Veggie Biryani Stage 2,Ella's Kitchen Veggie Biryani Stage 2130g,£1.70,13.1p per 10g,Buy 4 for £6,baby-toddler
Ella's Kitchen Veggie Feast With Basil ,Ella's Kitchen Veggie Feast With Basil 130g,£1.70,£1.31 per 100g,Buy 4 for £6,baby-toddler
Femfresh Intimate Hygiene Large Feminine Freshness Wipes,Femfresh Intimate Hygiene Large...25 per pack,£2.75,11p each,,baby-toddler
Femfresh Natural Balance Daily Intimate Wash,Femfresh Natural Balance Daily Intimate Wash250ml,£2.75,£1.10 per 100ml,,baby-toddler
Fenjal Classic Creme Bath Oil,Fenjal Classic Creme Bath Oil125ml,£8.49,£6.79 per 100ml,,baby-toddler
For Aisha Chicken & Sweet Potato Curry Baby Pouch 7m+ ,For Aisha Chicken & Sweet Potat...130g,£1.70,£1.31 per 100g,,baby-toddler
For Aisha Chicken & Sweet Potato Curry Tray Meal 10m+,For Aisha Chicken & Sweet Pot...190g,£1.85,97.4p per 100g,,baby-toddler
For Aisha Chicken Guisada Toddler Tray Meal 12m+ ,For Aisha Chicken Guisada T...230g,£2.30,£1.00 per 100g,,baby-toddler
For Aisha Fish & Coconut Curry Toddler Tray Meal 12m+ ,For Aisha Fish & Coconut Curry...230g,£2.30,£1.00 per 100g,,baby-toddler
For Aisha Green Bean & Lamb Curry Tray Meal 10m+,For Aisha Green Bean & Lamb...190g,£1.85,97.4p per 100g,,baby-toddler
For Aisha Jamaican Jerk Chicken Baby Pouch 7m+ ,For Aisha Jamaican Jerk Chicken Baby Pouch 7m+ 130g,£1.70,£1.31 per 100g,,baby-toddler
For Aisha Moroccan Chicken Tagine Baby Pouch 7m+ ,For Aisha Moroccan Chicken...130g,£1.70,£1.31 per 100g,,baby-toddler
For Aisha Roast Lamb Dinner with Vegetables Baby Pouch 7m+ ,For Aisha Roast Lamb Dinner with...130g,£1.70,£1.31 per 100g,,baby-toddler
Full Marks Solution         ,Full Marks Solution         100ml,£5.25,£5.25 per 100ml,,baby-toddler
Gigo Baby Care Pack,Gigo Baby Care Pack,£4.65,,,baby-toddler
Haberman Replacement Teat & Filter        ,Haberman Replacement Teat & Filter        ,£5.78,,,baby-toddler
Haliborange Kid's Calcium & Iron Orange Chewable Tablets 3yrs+ ,Haliborange Kid's Calcium & Iron Oran...30 per pack,£3.50,11.7p each,,baby-toddler
Haliborange Mr Happy Softies 30's Strawberry,Haliborange Mr Happy Softies 30's Strawberry30 per pack,£5,16.7p each,,baby-toddler
Heinz 4 Mths+ Original Farley's Rusks,Heinz 4 Mths+ Original Farley's Rusks150g,£1.50,£1.00 per 100g,,baby-toddler
Heinz 7+ Months By Nature Spaghetti Bolognese Baby Food,Heinz 7+ Months By Nature Spagh...200g,£1.10,55p per 100g,Buy 5 for £4,baby-toddler
Heinz 7 Mths+ Banana Biscotti Biscuits,Heinz 7 Mths+ Banana Biscotti Biscuits60g,90p,£1.50 per 100g,,baby-toddler
Heinz 7 Mths+ Chocolate Biscotti Biscuits,Heinz 7 Mths+ Chocolate Biscotti Biscuits60g,90p,£1.50 per 100g,,baby-toddler
Heinz 7 Mths + Mango & Apricot Biscotti Biscuits,Heinz 7 Mths + Mango & Apricot Biscotti Biscuits60g,90p,£1.50 per 100g,,baby-toddler
Heinz Apple & Mango Puree 6+ months,Heinz Apple & Mango Puree 6+ months100g,£1,£1.00 per 100g,Buy 6 for £5,baby-toddler
Heinz Apple & Strawberry Puree 6+ months,Heinz Apple & Strawberry Puree 6+ months100g,£1,£1.00 per 100g,Buy 6 for £5,baby-toddler
Heinz Apple & Yoghurt 4+ Months,Heinz Apple & Yoghurt 4+ Months120g,£1,83.3p per 100g,Buy 5 for £3.50,baby-toddler
"Heinz Apple, Apricot, Banana & Orange Baby Food Jar 6+ Months ","Heinz Apple, Apricot, Banana & Oran...120g",£1,83.3p per 100g,Buy 5 for £3.50,baby-toddler
"Heinz Apple, Banana & Apricot 6+ months  ","Heinz Apple, Banana & Apricot 6+ months  4 x 100g",£1.60,40p per 100g,,baby-toddler
Heinz Apple Biscotti Baby Food Snacks 7+ Months ,Heinz Apple Biscotti Baby Food Snacks 7+ Months 60g,90p,£1.50 per 100g,,baby-toddler
Heinz Apple Pear & Banana Puree 4-36 Months,Heinz Apple Pear & Bana...100g,£1,£1.00 per 100g,Buy 6 for £5,baby-toddler
 Heinz Blueberry Porridge , Heinz Blueberry Porridge 240g,£3.35,£1.40 per 100g,,baby-toddler
"Heinz By Nature Carrot, Potato & Courgette Jar Baby Food 6+ Months ","Heinz By Nature Carrot, Potato & Courge...120g",£1,8.3p per 10g,Buy 5 for £3.50,baby-toddler
Heinz By Nature Cauliflower & Broccoli Cheese Baby Food Jar 6+ Months ,Heinz By Nature Cauliflower &...120g,£1,83.3p per 100g,Buy 5 for £3.50,baby-toddler
Heinz By Nature Cheesy Tomato Pasta Baby Food Jar 6+ Months,Heinz By Nature Cheesy Tomato Pas...120g,£1,83.3p per 100g,Buy 5 for £3.50,baby-toddler
Heinz By Nature Cottage Pie Baby Food Jar 7+ Months ,Heinz By Nature Cottage Pie B...200g,£1.10,55p per 100g,Buy 5 for £4,baby-toddler
Heinz By Nature Creamy Rice Pudding 6+ Months Baby Food ,Heinz By Nature Creamy Rice Pud...4 x 100g,£1.60,40p per 100g,,baby-toddler
Heinz By Nature Fruity Banana Custard Baby Food Dessert Pots 6+ Months,Heinz By Nature Fruity Banana...4 x 100g,£1.60,40p per 100g,,baby-toddler
